,annee,classement,specialite,ville
163,2012,0.30342215, dermatologie et vénérologie,Nancy
164,2012,0.17580982, dermatologie et vénérologie,Nantes
165,2012,0.12552246, dermatologie et vénérologie,Nice
166,2012,0.16718914, dermatologie et vénérologie,Paris
167,2012,0.3393417, dermatologie et vénérologie,Poitiers
168,2012,0.22204807, dermatologie et vénérologie,Reims
169,2012,0.19879833, dermatologie et vénérologie,Rennes
170,2012,0.18469174, dermatologie et vénérologie,Rouen
171,2012,0.1763323, dermatologie et vénérologie,Saint-Etienne
172,2012,0.16405433, dermatologie et vénérologie,Strasbourg
173,2012,0.14054337, dermatologie et vénérologie,Toulouse
174,2012,0.19566353, dermatologie et vénérologie,Tours
175,2012,0.6057994, endocrinologie diabète maladies métaboliques,Amiens
176,2012,0.5182863, endocrinologie diabète maladies métaboliques,Angers
177,2012,0.5547283, endocrinologie diabète maladies métaboliques,Besançon
178,2012,0.44187567, endocrinologie diabète maladies métaboliques,Bordeaux
179,2012,0.5675287, endocrinologie diabète maladies métaboliques,Brest
180,2012,0.14759666, endocrinologie diabète maladies métaboliques,Caen
181,2012,0.08738244, endocrinologie diabète maladies métaboliques,Clermont-Ferrand
182,2012,0.53108674, endocrinologie diabète maladies métaboliques,Dijon
183,2012,0.3781348, endocrinologie diabète maladies métaboliques,Grenoble
184,2012,0.46564785, endocrinologie diabète maladies métaboliques,La RéunionIndien
185,2012,0.48393416, endocrinologie diabète maladies métaboliques,Lille
186,2012,0.5543365, endocrinologie diabète maladies métaboliques,Limoges
187,2012,0.29845873, endocrinologie diabète maladies métaboliques,Lyon
188,2012,0.2904911, endocrinologie diabète maladies métaboliques,Marseille
189,2012,0.43782654, endocrinologie diabète maladies métaboliques,Martinique/Pointe-à-Pitre
190,2012,0.4177116, endocrinologie diabète maladies métaboliques,Montpellier
191,2012,0.49203238, endocrinologie diabète maladies métaboliques,Nancy
192,2012,0.48210552, endocrinologie diabète maladies métaboliques,Nantes
193,2012,0.2119906, endocrinologie diabète maladies métaboliques,Nice
194,2012,0.29467085, endocrinologie diabète maladies métaboliques,Paris
195,2012,0.43312433, endocrinologie diabète maladies métaboliques,Poitiers
196,2012,0.60553813, endocrinologie diabète maladies métaboliques,Reims
197,2012,0.48719957, endocrinologie diabète maladies métaboliques,Rennes
198,2012,0.5991379, endocrinologie diabète maladies métaboliques,Rouen
199,2012,0.39838037, endocrinologie diabète maladies métaboliques,Saint-Etienne
200,2012,0.48942006, endocrinologie diabète maladies métaboliques,Strasbourg
201,2012,0.36572623, endocrinologie diabète maladies métaboliques,Toulouse
202,2012,0.42907524, endocrinologie diabète maladies métaboliques,Tours
203,2012,0.40569487, gastro-entérologie et hépatologie,Amiens
204,2012,0.26959246, gastro-entérologie et hépatologie,Angers
205,2012,0.36585686, gastro-entérologie et hépatologie,Besançon
206,2012,0.1891327, gastro-entérologie et hépatologie,Bordeaux
207,2012,0.44161442, gastro-entérologie et hépatologie,Brest
208,2012,0.3774817, gastro-entérologie et hépatologie,Caen
209,2012,0.3068182, gastro-entérologie et hépatologie,Clermont-Ferrand
210,2012,0.24464472, gastro-entérologie et hépatologie,Dijon
211,2012,0.22661965, gastro-entérologie et hépatologie,Grenoble
212,2012,0.375, gastro-entérologie et hépatologie,La RéunionIndien
213,2012,0.20741902, gastro-entérologie et hépatologie,Lille
214,2012,0.42594042, gastro-entérologie et hépatologie,Limoges
215,2012,0.06530826, gastro-entérologie et hépatologie,Lyon
216,2012,0.12565309, gastro-entérologie et hépatologie,Marseille
217,2012,0.30877742, gastro-entérologie et hépatologie,Martinique/Pointe-à-Pitre
218,2012,0.1938349, gastro-entérologie et hépatologie,Montpellier
219,2012,0.40961337, gastro-entérologie et hépatologie,Nancy
220,2012,0.15530303, gastro-entérologie et hépatologie,Nantes
221,2012,0.09130094, gastro-entérologie et hépatologie,Nice
222,2012,0.18847962, gastro-entérologie et hépatologie,Paris
223,2012,0.3892372, gastro-entérologie et hépatologie,Poitiers
224,2012,0.38414314, gastro-entérologie et hépatologie,Reims
225,2012,0.24634273, gastro-entérologie et hépatologie,Rennes
226,2012,0.33163533, gastro-entérologie et hépatologie,Rouen
227,2012,0.26449844, gastro-entérologie et hépatologie,Saint-Etienne
228,2012,0.25574714, gastro-entérologie et hépatologie,Strasbourg
229,2012,0.08294149, gastro-entérologie et hépatologie,Toulouse
230,2012,0.37904912, gastro-entérologie et hépatologie,Tours
231,2012,0.47596657, gynécologie médicale,Amiens
232,2012,0.3399948, gynécologie médicale,Bordeaux
233,2012,0.59378266, gynécologie médicale,Brest
234,2012,0.5924765, gynécologie médicale,Caen
235,2012,0.28618076, gynécologie médicale,Lille
236,2012,0.4034744, gynécologie médicale,Lyon
237,2012,0.13192268, gynécologie médicale,Marseille
238,2012,0.47531348, gynécologie médicale,Montpellier
239,2012,0.56047547, gynécologie médicale,Nancy
240,2012,0.10893417, gynécologie médicale,Nantes
241,2012,0.53474396, gynécologie médicale,Nice
242,2012,0.22688088, gynécologie médicale,Paris
243,2012,0.52625394, gynécologie médicale,Reims
244,2012,0.117293626, gynécologie médicale,Rouen
245,2012,0.30472833, gynécologie médicale,Toulouse
246,2012,0.5175026, gynécologie-obstétrique,Amiens
247,2012,0.44892895, gynécologie-obstétrique,Angers
248,2012,0.4721787, gynécologie-obstétrique,Besançon
249,2012,0.34926856, gynécologie-obstétrique,Bordeaux
250,2012,0.54924244, gynécologie-obstétrique,Brest
251,2012,0.5077064, gynécologie-obstétrique,Caen
252,2012,0.3653344, gynécologie-obstétrique,Clermont-Ferrand
253,2012,0.46878266, gynécologie-obstétrique,Dijon
254,2012,0.3687304, gynécologie-obstétrique,Grenoble
255,2012,0.47296238, gynécologie-obstétrique,La RéunionIndien
256,2012,0.39746603, gynécologie-obstétrique,Lille
257,2012,0.5512017, gynécologie-obstétrique,Limoges
258,2012,0.20363113, gynécologie-obstétrique,Lyon
259,2012,0.3870167, gynécologie-obstétrique,Marseille
260,2012,0.5638715, gynécologie-obstétrique,Martinique/Pointe-à-Pitre
261,2012,0.1907001, gynécologie-obstétrique,Montpellier
262,2012,0.52873564, gynécologie-obstétrique,Nancy
263,2012,0.34103972, gynécologie-obstétrique,Nantes
264,2012,0.41314003, gynécologie-obstétrique,Nice
265,2012,0.3347701, gynécologie-obstétrique,Paris
266,2012,0.49804077, gynécologie-obstétrique,Poitiers
267,2012,0.53814, gynécologie-obstétrique,Reims
268,2012,0.3520115, gynécologie-obstétrique,Rennes
269,2012,0.41196448, gynécologie-obstétrique,Rouen
270,2012,0.36428943, gynécologie-obstétrique,Saint-Etienne
271,2012,0.44657785, gynécologie-obstétrique,Strasbourg
272,2012,0.36415884, gynécologie-obstétrique,Toulouse
273,2012,0.47936258, gynécologie-obstétrique,Tours
274,2012,0.77729887, génétique médicale,Amiens
275,2012,0.51071054, génétique médicale,Bordeaux
276,2012,0.79245037, génétique médicale,Brest
277,2012,0.80028737, génétique médicale,Caen
278,2012,0.82954544, génétique médicale,Clermont-Ferrand
279,2012,0.5791536, génétique médicale,Dijon
280,2012,0.74490595, génétique médicale,Grenoble
281,2012,0.21708465, génétique médicale,Lille
282,2012,0.6878265, génétique médicale,Marseille
283,2012,0.68260187, génétique médicale,Montpellier
284,2012,0.55825496, génétique médicale,Nancy
285,2012,0.8123041, génétique médicale,Nantes
286,2012,0.75587773, génétique médicale,Nice
287,2012,0.46577847, génétique médicale,Paris
288,2012,0.835162, génétique médicale,Poitiers
289,2012,0.80655694, génétique médicale,Reims
290,2012,0.80355275, génétique médicale,Rouen
291,2012,0.52089864, génétique médicale,Strasbourg
292,2012,0.58189654, génétique médicale,Toulouse
293,2012,0.7867032, génétique médicale,Tours
294,2012,0.69122255, hématologie,Amiens
295,2012,0.132837, hématologie,Angers
296,2012,0.68808776, hématologie,Besançon
297,2012,0.37722048, hématologie,Bordeaux
298,2012,0.67123824, hématologie,Brest
299,2012,0.6315308, hématologie,Caen
300,2012,0.6503396, hématologie,Clermont-Ferrand
301,2012,0.51946187, hématologie,Dijon
302,2012,0.52978057, hématologie,Grenoble
303,2012,0.09926855, hématologie,Lille
304,2012,0.5926071, hématologie,Limoges
305,2012,0.10018286, hématologie,Lyon
306,2012,0.43129572, hématologie,Marseille
307,2012,0.5141066, hématologie,Montpellier
308,2012,0.6263062, hématologie,Nancy
309,2012,0.25339603, hématologie,Nantes
310,2012,0.59926856, hématologie,Nice
311,2012,0.079806685, hématologie,Paris
312,2012,0.5501567, hématologie,Poitiers
313,2012,0.6060606, hématologie,Reims
314,2012,0.473093, hématologie,Rennes
315,2012,0.6063218, hématologie,Rouen
316,2012,0.650209, hématologie,Saint-Etienne
317,2012,0.2468652, hématologie,Strasbourg
318,2012,0.35710552, hématologie,Tours
319,2012,0.97792584, médecine du travail,Angers
320,2012,0.97178686, médecine du travail,Besançon
321,2012,0.83686, médecine du travail,Bordeaux
322,2012,0.8615465, médecine du travail,Brest
323,2012,0.7258359, médecine du travail,Clermont-Ferrand
324,2012,0.96094567, médecine du travail,Grenoble
325,2012,0.9975183, médecine du travail,Lille
326,2012,0.9565047, médecine du travail,Limoges
327,2012,0.9201933, médecine du travail,Lyon
328,2012,0.9414838, médecine du travail,Marseille
329,2012,0.76227796, médecine du travail,Montpellier
330,2012,0.99791014, médecine du travail,Nancy
331,2012,0.99777955, médecine du travail,Nantes
332,2012,0.7378527, médecine du travail,Nice
333,2012,0.9969958, médecine du travail,Paris
334,2012,0.9811912, médecine du travail,Poitiers
335,2012,0.9691745, médecine du travail,Reims
336,2012,0.87408566, médecine du travail,Rennes
337,2012,0.86259145, médecine du travail,Rouen
338,2012,0.9817137, médecine du travail,Saint-Etienne
339,2012,0.90856844, médecine du travail,Strasbourg
340,2012,0.967999, médecine du travail,Toulouse
341,2012,0.9981714, médecine générale,Amiens
342,2012,0.95141065, médecine générale,Angers
343,2012,0.9503657, médecine générale,Besançon
344,2012,0.9198015, médecine générale,Bordeaux
345,2012,0.9810606, médecine générale,Brest
346,2012,0.9993469, médecine générale,Caen
347,2012,0.9784483, médecine générale,Clermont-Ferrand
348,2012,0.99712646, médecine générale,Dijon
349,2012,0.71773773, médecine générale,Grenoble
350,2012,0.88858414, médecine générale,La RéunionIndien
351,2012,0.99856323, médecine générale,Lille
352,2012,0.9874608, médecine générale,Limoges
353,2012,0.88479626, médecine générale,Lyon
354,2012,0.927116, médecine générale,Marseille
355,2012,0.97923195, médecine générale,Martinique/Pointe-à-Pitre
356,2012,0.7664577, médecine générale,Montpellier
357,2012,0.9992163, médecine générale,Nancy
358,2012,0.8878004, médecine générale,Nantes
359,2012,0.9141849, médecine générale,Nice
360,2012,0.97492164, médecine générale,Paris
361,2012,0.96695405, médecine générale,Poitiers
362,2012,0.99490595, médecine générale,Reims
363,2012,0.79388714, médecine générale,Rennes
364,2012,0.99660397, médecine générale,Rouen
365,2012,0.9374347, médecine générale,Saint-Etienne
366,2012,0.9533699, médecine générale,Strasbourg
367,2012,0.9841954, médecine générale,Toulouse
368,2012,0.9929467, médecine générale,Tours
369,2012,0.59143156, médecine interne,Amiens
370,2012,0.19017763, médecine interne,Angers
371,2012,0.5158046, médecine interne,Besançon
372,2012,0.10436259, médecine interne,Bordeaux
373,2012,0.19892894, médecine interne,Brest
374,2012,0.32745558, médecine interne,Caen
375,2012,0.43691224, médecine interne,Clermont-Ferrand
376,2012,0.29545453, médecine interne,Dijon
377,2012,0.15073146, médecine interne,Grenoble
378,2012,0.24817137, médecine interne,La RéunionIndien
379,2012,0.25417972, médecine interne,Lille
380,2012,0.12917973, médecine interne,Limoges
381,2012,0.1392372, médecine interne,Lyon
382,2012,0.18364681, médecine interne,Marseille
383,2012,0.061259143, médecine interne,Martinique/Pointe-à-Pitre
384,2012,0.08581505, médecine interne,Montpellier
385,2012,0.53121734, médecine interne,Nancy
386,2012,0.054075234, médecine interne,Nantes
387,2012,0.047675025, médecine interne,Nice
388,2012,0.06818182, médecine interne,Paris
389,2012,0.47661963, médecine interne,Poitiers
390,2012,0.565047, médecine interne,Reims
391,2012,0.14785789, médecine interne,Rennes
392,2012,0.48772204, médecine interne,Rouen
393,2012,0.3236677, médecine interne,Saint-Etienne
394,2012,0.10540752, médecine interne,Strasbourg
395,2012,0.22061129, médecine interne,Toulouse
396,2012,0.39498433, médecine interne,Tours
397,2012,0.31844306, médecine nucléaire,Amiens
398,2012,0.34783176, médecine nucléaire,Angers
399,2012,0.19278997, médecine nucléaire,Bordeaux
400,2012,0.25444096, médecine nucléaire,Brest
401,2012,0.3804859, médecine nucléaire,Caen
402,2012,0.35658306, médecine nucléaire,Clermont-Ferrand
403,2012,0.25052246, médecine nucléaire,Dijon
404,2012,0.19187565, médecine nucléaire,Grenoble
405,2012,0.23863636, médecine nucléaire,Lille
406,2012,0.3900209, médecine nucléaire,Limoges
407,2012,0.16836467, médecine nucléaire,Lyon
408,2012,0.2025862, médecine nucléaire,Marseille
409,2012,0.051071055, médecine nucléaire,Montpellier
410,2012,0.40922153, médecine nucléaire,Nancy
411,2012,0.20545977, médecine nucléaire,Nantes
412,2012,0.18665099, médecine nucléaire,Nice
413,2012,0.18926333, médecine nucléaire,Paris
414,2012,0.35462382, médecine nucléaire,Poitiers
415,2012,0.40595612, médecine nucléaire,Rennes
416,2012,0.417581, médecine nucléaire,Rouen
417,2012,0.20519854, médecine nucléaire,Saint-Etienne
418,2012,0.33372518, médecine nucléaire,Strasbourg
419,2012,0.06583072, médecine nucléaire,Toulouse
420,2012,0.4160136, médecine nucléaire,Tours
421,2012,0.648511, médecine physique et de réadaptation,Amiens
422,2012,0.49791014, médecine physique et de réadaptation,Angers
423,2012,0.68456113, médecine physique et de réadaptation,Besançon
424,2012,0.56295717, médecine physique et de réadaptation,Bordeaux
425,2012,0.4042581, médecine physique et de réadaptation,Brest
426,2012,0.719697, médecine physique et de réadaptation,Caen
427,2012,0.56661445, médecine physique et de réadaptation,Clermont-Ferrand
428,2012,0.58372515, médecine physique et de réadaptation,Dijon
429,2012,0.4145768, médecine physique et de réadaptation,Grenoble
430,2012,0.55812436, médecine physique et de réadaptation,La RéunionIndien
431,2012,0.56609195, médecine physique et de réadaptation,Lille
432,2012,0.69592476, médecine physique et de réadaptation,Limoges
433,2012,0.56426334, médecine physique et de réadaptation,Lyon
434,2012,0.49634275, médecine physique et de réadaptation,Marseille
435,2012,0.56308776, médecine physique et de réadaptation,Martinique/Pointe-à-Pitre
436,2012,0.47178683, médecine physique et de réadaptation,Montpellier
437,2012,0.21499477, médecine physique et de réadaptation,Nancy
438,2012,0.6234326, médecine physique et de réadaptation,Nantes
439,2012,0.60305643, médecine physique et de réadaptation,Nice
440,2012,0.5956113, médecine physique et de réadaptation,Paris
441,2012,0.6797283, médecine physique et de réadaptation,Poitiers
442,2012,0.63975966, médecine physique et de réadaptation,Reims
443,2012,0.22557472, médecine physique et de réadaptation,Rennes
444,2012,0.64772725, médecine physique et de réadaptation,Rouen
445,2012,0.58842736, médecine physique et de réadaptation,Saint-Etienne
446,2012,0.53709507, médecine physique et de réadaptation,Strasbourg
447,2012,0.53343785, médecine physique et de réadaptation,Toulouse
448,2012,0.6858673, médecine physique et de réadaptation,Tours
449,2012,0.30734065, neurochirurgie,Angers
450,2012,0.43652037, neurochirurgie,Caen
451,2012,0.4153605, neurochirurgie,Clermont-Ferrand
452,2012,0.5193312, neurochirurgie,Dijon
453,2012,0.2934953, neurochirurgie,Grenoble
454,2012,0.013322884, neurochirurgie,Lille
455,2012,0.4990857, neurochirurgie,Limoges
456,2012,0.27403343, neurochirurgie,Lyon
457,2012,0.28827065, neurochirurgie,Marseille
458,2012,0.13231452, neurochirurgie,Montpellier
459,2012,0.5386625, neurochirurgie,Nancy
460,2012,0.39524555, neurochirurgie,Nice
461,2012,0.242163, neurochirurgie,Paris
462,2012,0.48040754, neurochirurgie,Rennes
463,2012,0.40608674, neurochirurgie,Rouen
464,2012,0.4208464, neurochirurgie,Strasbourg
465,2012,0.142372, neurochirurgie,Toulouse
466,2012,0.47740334, neurochirurgie,Tours
467,2012,0.5491118, neurologie,Amiens
468,2012,0.4319488, neurologie,Angers
469,2012,0.54062176, neurologie,Besançon
470,2012,0.21669279, neurologie,Bordeaux
471,2012,0.5602142, neurologie,Brest
472,2012,0.55512017, neurologie,Caen
473,2012,0.31138977, neurologie,Clermont-Ferrand
474,2012,0.35762802, neurologie,Dijon
475,2012,0.058254965, neurologie,Grenoble
476,2012,0.4200627, neurologie,La RéunionIndien
477,2012,0.19670847, neurologie,Lille
478,2012,0.38884535, neurologie,Limoges
479,2012,0.16091955, neurologie,Lyon
480,2012,0.27808255, neurologie,Marseille
481,2012,0.51841694, neurologie,Martinique/Pointe-à-Pitre
482,2012,0.16170324, neurologie,Montpellier
483,2012,0.492163, neurologie,Nancy
484,2012,0.14824975, neurologie,Nantes
485,2012,0.34051725, neurologie,Nice
486,2012,0.20310867, neurologie,Paris
487,2012,0.54258096, neurologie,Poitiers
488,2012,0.51489025, neurologie,Reims
489,2012,0.4028213, neurologie,Rennes
490,2012,0.4636886, neurologie,Rouen
491,2012,0.5236416, neurologie,Saint-Etienne
492,2012,0.13623302, neurologie,Strasbourg
493,2012,0.22426854, neurologie,Toulouse
494,2012,0.39132705, neurologie,Tours
495,2012,0.35697493, néphrologie,Amiens
496,2012,0.20937827, néphrologie,Angers
497,2012,0.51306164, néphrologie,Besançon
498,2012,0.08868861, néphrologie,Bordeaux
499,2012,0.3181818, néphrologie,Brest
500,2012,0.39655173, néphrologie,Caen
501,2012,0.37395507, néphrologie,Clermont-Ferrand
502,2012,0.33424765, néphrologie,Dijon
503,2012,0.095480666, néphrologie,Grenoble
504,2012,0.47962382, néphrologie,La RéunionIndien
505,2012,0.1827325, néphrologie,Lille
506,2012,0.35566875, néphrologie,Limoges
507,2012,0.033699058, néphrologie,Lyon
508,2012,0.14733543, néphrologie,Marseille
509,2012,0.57810867, néphrologie,Martinique/Pointe-à-Pitre
510,2012,0.12735109, néphrologie,Montpellier
511,2012,0.41575235, néphrologie,Nancy
512,2012,0.053030305, néphrologie,Nantes
513,2012,0.15464994, néphrologie,Nice
514,2012,0.041013584, néphrologie,Paris
515,2012,0.31439394, néphrologie,Poitiers
516,2012,0.3086468, néphrologie,Reims
517,2012,0.1899164, néphrologie,Rennes
518,2012,0.039184954, néphrologie,Rouen
519,2012,0.017110763, néphrologie,Saint-Etienne
520,2012,0.1107628, néphrologie,Strasbourg
521,2012,0.059430514, néphrologie,Toulouse
522,2012,0.24973877, néphrologie,Tours
523,2012,0.4976489, oncologie,Amiens
524,2012,0.34195402, oncologie,Angers
525,2012,0.54323405, oncologie,Besançon
526,2012,0.15321317, oncologie,Bordeaux
527,2012,0.5338297, oncologie,Brest
528,2012,0.47975445, oncologie,Caen
529,2012,0.4408307, oncologie,Clermont-Ferrand
530,2012,0.39629048, oncologie,Dijon
531,2012,0.40896028, oncologie,Grenoble
532,2012,0.35370952, oncologie,La RéunionIndien
533,2012,0.31687567, oncologie,Lille
534,2012,0.4873302, oncologie,Limoges
535,2012,0.1890021, oncologie,Lyon
536,2012,0.33646813, oncologie,Marseille
537,2012,0.5037879, oncologie,Martinique/Pointe-à-Pitre
538,2012,0.23432602, oncologie,Montpellier
539,2012,0.45506793, oncologie,Nancy
540,2012,0.08346395, oncologie,Nantes
541,2012,0.1431557, oncologie,Nice
542,2012,0.21551724, oncologie,Paris
543,2012,0.5609979, oncologie,Poitiers
544,2012,0.48315048, oncologie,Reims
545,2012,0.38714734, oncologie,Rennes
546,2012,0.48510972, oncologie,Rouen
547,2012,0.2633229, oncologie,Saint-Etienne
548,2012,0.43377742, oncologie,Strasbourg
549,2012,0.121865205, oncologie,Toulouse
550,2012,0.4422675, oncologie,Tours
551,2012,0.19579415, ophtalmologie,Amiens
552,2012,0.26946187, ophtalmologie,Angers
553,2012,0.33529258, ophtalmologie,Besançon
554,2012,0.070663534, ophtalmologie,Bordeaux
555,2012,0.37029782, ophtalmologie,Brest
556,2012,0.35148904, ophtalmologie,Caen
557,2012,0.35331765, ophtalmologie,Clermont-Ferrand
558,2012,0.34077847, ophtalmologie,Dijon
559,2012,0.17672414, ophtalmologie,Grenoble
560,2012,0.24647336, ophtalmologie,Lille
561,2012,0.30446708, ophtalmologie,Limoges
562,2012,0.125, ophtalmologie,Lyon
563,2012,0.10749739, ophtalmologie,Marseille
564,2012,0.29871997, ophtalmologie,Martinique/Pointe-à-Pitre
565,2012,0.021943573, ophtalmologie,Montpellier
566,2012,0.22479102, ophtalmologie,Nancy
567,2012,0.04858934, ophtalmologie,Nantes
568,2012,0.03853187, ophtalmologie,Nice
569,2012,0.053814, ophtalmologie,Paris
570,2012,0.3179206, ophtalmologie,Poitiers
571,2012,0.35723615, ophtalmologie,Reims
572,2012,0.2634535, ophtalmologie,Rennes
573,2012,0.17189133, ophtalmologie,Rouen
574,2012,0.7076802, ophtalmologie,Saint-Etienne
575,2012,0.16549112, ophtalmologie,Strasbourg
576,2012,0.10592999, ophtalmologie,Toulouse
577,2012,0.12042842, ophtalmologie,Tours
578,2012,0.46094567, oto-rhino-laryngologie et chirurgie cervico-faciale,Amiens
579,2012,0.037225705, oto-rhino-laryngologie et chirurgie cervico-faciale,Angers
580,2012,0.36755487, oto-rhino-laryngologie et chirurgie cervico-faciale,Besançon
581,2012,0.14302509, oto-rhino-laryngologie et chirurgie cervico-faciale,Bordeaux
582,2012,0.38244513, oto-rhino-laryngologie et chirurgie cervico-faciale,Brest
583,2012,0.3834901, oto-rhino-laryngologie et chirurgie cervico-faciale,Caen
584,2012,0.38505748, oto-rhino-laryngologie et chirurgie cervico-faciale,Clermont-Ferrand
585,2012,0.38192266, oto-rhino-laryngologie et chirurgie cervico-faciale,Dijon
586,2012,0.25744513, oto-rhino-laryngologie et chirurgie cervico-faciale,Grenoble
587,2012,0.2919279, oto-rhino-laryngologie et chirurgie cervico-faciale,Lille
588,2012,0.43847963, oto-rhino-laryngologie et chirurgie cervico-faciale,Limoges
589,2012,0.13074712, oto-rhino-laryngologie et chirurgie cervico-faciale,Lyon
590,2012,0.22831766, oto-rhino-laryngologie et chirurgie cervico-faciale,Marseille
591,2012,0.41327065, oto-rhino-laryngologie et chirurgie cervico-faciale,Martinique/Pointe-à-Pitre
592,2012,0.14433125, oto-rhino-laryngologie et chirurgie cervico-faciale,Montpellier
593,2012,0.3853187, oto-rhino-laryngologie et chirurgie cervico-faciale,Nancy
594,2012,0.09561128, oto-rhino-laryngologie et chirurgie cervico-faciale,Nantes
595,2012,0.17868339, oto-rhino-laryngologie et chirurgie cervico-faciale,Nice
596,2012,0.22570533, oto-rhino-laryngologie et chirurgie cervico-faciale,Paris
597,2012,0.31060606, oto-rhino-laryngologie et chirurgie cervico-faciale,Poitiers
598,2012,0.2365465, oto-rhino-laryngologie et chirurgie cervico-faciale,Rennes
599,2012,0.36703238, oto-rhino-laryngologie et chirurgie cervico-faciale,Rouen
600,2012,0.40373564, oto-rhino-laryngologie et chirurgie cervico-faciale,Saint-Etienne
601,2012,0.36128527, oto-rhino-laryngologie et chirurgie cervico-faciale,Strasbourg
602,2012,0.17881401, oto-rhino-laryngologie et chirurgie cervico-faciale,Toulouse
603,2012,0.3577586, oto-rhino-laryngologie et chirurgie cervico-faciale,Tours
604,2012,0.5489812, pneumologie,Amiens
605,2012,0.42685476, pneumologie,Angers
606,2012,0.56779, pneumologie,Besançon
607,2012,0.41875654, pneumologie,Bordeaux
608,2012,0.29480147, pneumologie,Brest
609,2012,0.5525078, pneumologie,Caen
610,2012,0.58477014, pneumologie,Clermont-Ferrand
611,2012,0.41954023, pneumologie,Dijon
612,2012,0.3662487, pneumologie,Grenoble
613,2012,0.55329156, pneumologie,La RéunionIndien
614,2012,0.2689394, pneumologie,Lille
615,2012,0.47257054, pneumologie,Limoges
616,2012,0.3124347, pneumologie,Lyon
617,2012,0.2681557, pneumologie,Marseille
618,2012,0.4012539, pneumologie,Martinique/Pointe-à-Pitre
619,2012,0.33516195, pneumologie,Montpellier
620,2012,0.5483281, pneumologie,Nancy
621,2012,0.14145768, pneumologie,Nantes
622,2012,0.23484848, pneumologie,Nice
623,2012,0.23497911, pneumologie,Paris
624,2012,0.5246865, pneumologie,Poitiers
625,2012,0.43939394, pneumologie,Reims
626,2012,0.25496343, pneumologie,Rennes
627,2012,0.51044935, pneumologie,Rouen
628,2012,0.44605538, pneumologie,Saint-Etienne
629,2012,0.46447232, pneumologie,Strasbourg
630,2012,0.39341694, pneumologie,Toulouse
631,2012,0.4649948, pneumologie,Tours
632,2012,0.95741904, psychiatrie,Amiens
633,2012,0.9446186, psychiatrie,Angers
634,2012,1.0, psychiatrie,Besançon
635,2012,0.8424765, psychiatrie,Bordeaux
636,2012,0.9890282, psychiatrie,Brest
637,2012,0.9945141, psychiatrie,Caen
638,2012,0.98824453, psychiatrie,Clermont-Ferrand
639,2012,0.99555904, psychiatrie,Dijon
640,2012,0.9456635, psychiatrie,Grenoble
641,2012,0.919279, psychiatrie,La RéunionIndien
642,2012,0.8943312, psychiatrie,Lille
643,2012,0.98706895, psychiatrie,Limoges
644,2012,0.64707416, psychiatrie,Lyon
645,2012,0.8085162, psychiatrie,Marseille
646,2012,0.89106584, psychiatrie,Martinique/Pointe-à-Pitre
647,2012,0.6816876, psychiatrie,Montpellier
648,2012,0.97675025, psychiatrie,Nancy
649,2012,0.7848746, psychiatrie,Nantes
650,2012,0.8676855, psychiatrie,Nice
651,2012,0.8454807, psychiatrie,Paris
652,2012,0.99568963, psychiatrie,Poitiers
653,2012,0.9909875, psychiatrie,Reims
654,2012,0.8773511, psychiatrie,Rennes
655,2012,0.96003133, psychiatrie,Rouen
656,2012,0.8687304, psychiatrie,Saint-Etienne
657,2012,0.85488504, psychiatrie,Strasbourg
658,2012,0.8403866, psychiatrie,Toulouse
659,2012,0.9998694, psychiatrie,Tours
660,2012,0.5706635, pédiatrie,Amiens
661,2012,0.5150209, pédiatrie,Angers
662,2012,0.6219958, pédiatrie,Besançon
663,2012,0.36102402, pédiatrie,Bordeaux
664,2012,0.52037615, pédiatrie,Brest
665,2012,0.6128527, pédiatrie,Caen
666,2012,0.59195405, pédiatrie,Clermont-Ferrand
667,2012,0.8702978, pédiatrie,Dijon
668,2012,0.45833334, pédiatrie,Grenoble
669,2012,0.5419279, pédiatrie,La RéunionIndien
670,2012,0.40634796, pédiatrie,Lille
671,2012,0.55172414, pédiatrie,Limoges
672,2012,0.21786834, pédiatrie,Lyon
673,2012,0.41013584, pédiatrie,Marseille
674,2012,0.6081505, pédiatrie,Martinique/Pointe-à-Pitre
675,2012,0.30028737, pédiatrie,Montpellier
676,2012,0.4849791, pédiatrie,Nancy
677,2012,0.36050156, pédiatrie,Nantes
678,2012,0.45467606, pédiatrie,Nice
679,2012,0.3591954, pédiatrie,Paris
680,2012,0.60906476, pédiatrie,Poitiers
681,2012,0.60945666, pédiatrie,Reims
682,2012,0.41183385, pédiatrie,Rennes
683,2012,0.58659875, pédiatrie,Rouen
684,2012,0.428814, pédiatrie,Saint-Etienne
685,2012,0.41091955, pédiatrie,Strasbourg
686,2012,0.29806688, pédiatrie,Toulouse
687,2012,0.43612853, pédiatrie,Tours
688,2012,0.294279, radiodiagnostic et imagerie médicale,Amiens
689,2012,0.22335424, radiodiagnostic et imagerie médicale,Angers
690,2012,0.31387147, radiodiagnostic et imagerie médicale,Besançon
691,2012,0.050809823, radiodiagnostic et imagerie médicale,Bordeaux
692,2012,0.34312958, radiodiagnostic et imagerie médicale,Brest
693,2012,0.34012538, radiodiagnostic et imagerie médicale,Caen
694,2012,0.30890805, radiodiagnostic et imagerie médicale,Clermont-Ferrand
695,2012,0.19474922, radiodiagnostic et imagerie médicale,Dijon
